veh_trip_dtl_id,veh_trip_id,seq_no,time,lat,lng,alt,bearing,speed,accuracy,drv_distance,drv_duration,drv_speed,create_ts
26518811,25670,179,"2017-03-24 07:52:06",22.700431666666667,114.17732833333334,42.5,108.06,10.7381,4.02,87418,171058,38,"2017-03-24 07:52:07"
26518812,25670,180,"2017-03-24 07:52:07",22.700391666666665,114.17741833333334,41.8,109.09,10.6156,3.98,88736,172308,36,"2017-03-24 07:52:07"
26518843,25670,181,"2017-03-24 07:52:08",22.700355,114.17750666666667,41.1,110.14,10.225,3.86,89722,173322,32,"2017-03-24 07:52:22"
26518844,25670,182,"2017-03-24 07:52:09",22.70032666666667,114.17758666666666,40.5,108.69,9.46214,5.51515,90423,174152,27,"2017-03-24 07:52:22"
26518845,25670,183,"2017-03-24 07:52:10",22.700300000000002,114.17766000000002,39.6,109.2,8.5377,5.09091,91160,175223,21,"2017-03-24 07:52:22"
26518846,25670,184,"2017-03-24 07:52:11",22.700278333333337,114.17772500000001,39,116.28,6.61778,4.18182,91653,176187,15,"2017-03-24 07:52:22"
26518847,25670,185,"2017-03-24 07:52:12",22.70025666666667,114.17777833333334,38.2,121.4,5.37679,4.53846,92025,177232,10,"2017-03-24 07:52:22"
26518848,25670,186,"2017-03-24 07:52:13",22.70023833333333,114.17781666666666,37.6,130,4.23256,3.84615,92308,178318,7,"2017-03-24 07:52:22"
26518849,25670,187,"2017-03-24 07:52:14",22.70022666666667,114.17784333333333,36.9,134.54,3.01318,3.15385,92436,179163,3,"2017-03-24 07:52:22"
26518850,25670,188,"2017-03-24 07:52:15",22.700213333333334,114.17786,36.4,148.24,1.99918,3.19231,92503,180273,3,"2017-03-24 07:52:22"
26518851,25670,189,"2017-03-24 07:52:16",22.70020833333333,114.17786666666667,35.8,148.24,1.41497,2.69231,92589,181297,4,"2017-03-24 07:52:22"
26518852,25670,190,"2017-03-24 07:52:17",22.700200000000002,114.17787666666666,35.3,148.24,1.18489,2.42308,92709,182272,6,"2017-03-24 07:52:22"
26518853,25670,191,"2017-03-24 07:52:18",22.70018,114.17788166666666,34.9,162.65,1.70991,2.61538,92927,183253,11,"2017-03-24 07:52:22"
26518854,25670,192,"2017-03-24 07:52:19",22.700165000000002,114.177885,34.5,166.64,2.45368,3.03846,93330,184299,17,"2017-03-24 07:52:22"
26518855,25670,193,"2017-03-24 07:52:20",22.700141666666664,114.177885,34,178.29,3.55776,3.61538,93850,185261,23,"2017-03-24 07:52:22"
26518856,25670,194,"2017-03-24 07:52:21",22.700108333333333,114.17788166666666,33.7,184.04,4.15896,3.92308,94601,186310,29,"2017-03-24 07:52:22"
26518857,25670,195,"2017-03-24 07:52:22",22.700069999999997,114.17787666666666,33.3,186.56,4.65154,4.23077,95287,187113,34,"2017-03-24 07:52:22"
26518888,25670,196,"2017-03-24 07:52:23",22.699990000000003,114.17785,32.9,193.7,7.66216,4.69697,96504,188329,39,"2017-03-24 07:52:37"
26518889,25670,197,"2017-03-24 07:52:24",22.69991333333333,114.17782833333334,32.4,194.22,8.6077,5.12121,97333,189074,42,"2017-03-24 07:52:37"
26518890,25670,198,"2017-03-24 07:52:25",22.699831666666668,114.17779833333334,32.1,197.08,9.69068,5.60606,98829,190351,41,"2017-03-24 07:52:37"
26518891,25670,199,"2017-03-24 07:52:26",22.69974,114.17777166666669,31.9,196.09,10.4906,3.92,99906,191289,42,"2017-03-24 07:52:37"
26518892,25670,200,"2017-03-24 07:52:27",22.699645,114.17774166666668,31.6,197.02,11.0053,4.08,100922,192146,44,"2017-03-24 07:52:37"
26518893,25670,201,"2017-03-24 07:52:28",22.699541666666665,114.17770666666665,31.2,197.21,11.5643,4.24,101831,192880,46,"2017-03-24 07:52:37"
26518894,25670,202,"2017-03-24 07:52:29",22.69943333333333,114.17767333333335,30.7,195.69,12.044,4.38,103604,194242,47,"2017-03-24 07:52:37"
26518895,25670,203,"2017-03-24 07:52:30",22.699321666666666,114.17763833333332,30.1,195.96,12.6622,4.58,103880,194452,46,"2017-03-24 07:52:37"
26518896,25670,204,"2017-03-24 07:52:31",22.69920666666667,114.17760833333332,29.5,194.43,13.2994,4.76,105476,195697,45,"2017-03-24 07:52:37"
26518897,25670,205,"2017-03-24 07:52:32",22.69908666666667,114.177575,28.9,194.6,13.6957,4.9,106674,196648,44,"2017-03-24 07:52:37"
26518898,25670,206,"2017-03-24 07:52:33",22.69897166666666,114.17754333333332,28.3,194.16,13.4286,4.82,108512,198154,43,"2017-03-24 07:52:37"
26518899,25670,207,"2017-03-24 07:52:34",22.69886166666667,114.17751833333332,27.9,193.52,13.04,4.7,109410,198900,42,"2017-03-24 07:52:37"
26518900,25670,208,"2017-03-24 07:52:35",22.698753333333336,114.177485,27.4,194.58,12.9103,4.68,111121,200355,42,"2017-03-24 07:52:37"
26518901,25670,209,"2017-03-24 07:52:36",22.698649999999997,114.17744833333333,26.9,195.94,12.6308,4.6,112154,201242,41,"2017-03-24 07:52:37"
26518902,25670,210,"2017-03-24 07:52:37",22.69854833333333,114.17741166666669,26.3,196.79,12.5242,4.56,112760,201766,42,"2017-03-24 07:52:37"
26518936,25670,211,"2017-03-24 07:52:38",22.69844333333333,114.17738,25.8,197.95,12.3713,4.5,114426,203174,43,"2017-03-24 07:52:52"
26518937,25670,212,"2017-03-24 07:52:39",22.698351666666667,114.17734333333334,25.5,198.18,12.1732,4.44,115639,204180,43,"2017-03-24 07:52:52"
26518938,25670,213,"2017-03-24 07:52:40",22.698253333333334,114.17730833333331,25.1,197.8,12.183,4.44,115900,204397,44,"2017-03-24 07:52:52"
26518939,25670,214,"2017-03-24 07:52:41",22.698151666666664,114.17727000000001,24.7,199.28,12.5747,4.56,118239,206285,44,"2017-03-24 07:52:52"
26518940,25670,215,"2017-03-24 07:52:42",22.69804,114.17723,24.2,199.82,13.4152,4.8,118373,206394,45,"2017-03-24 07:52:52"
26518941,25670,216,"2017-03-24 07:52:43",22.697926666666664,114.17718500000001,23.5,200.41,13.8455,4.96,120666,208212,45,"2017-03-24 07:52:52"
26518942,25670,217,"2017-03-24 07:52:44",22.697813333333336,114.17714,22.8,200.39,13.8321,4.96,121875,209175,44,"2017-03-24 07:52:52"
26518943,25670,218,"2017-03-24 07:52:45",22.697701666666664,114.17710000000001,22,200.13,13.5619,4.9,122775,209906,43,"2017-03-24 07:52:52"
26518944,25670,219,"2017-03-24 07:52:46",22.697600000000005,114.17705666666667,21.4,200.61,13.2628,4.82,124380,211261,42,"2017-03-24 07:52:52"
26518945,25670,220,"2017-03-24 07:52:47",22.697498333333336,114.17701333333335,20.8,200.83,13.0065,4.76,125415,212161,40,"2017-03-24 07:52:52"
26518946,25670,221,"2017-03-24 07:52:48",22.697400000000002,114.17696833333333,20.2,200.93,12.7147,4.68,126186,212850,39,"2017-03-24 07:52:52"
26518947,25670,222,"2017-03-24 07:52:49",22.697300000000002,114.17692666666666,19.5,200.38,12.1495,4.52,127002,213598,40,"2017-03-24 07:52:52"
26518948,25670,223,"2017-03-24 07:52:50",22.6972,114.17688500000001,18.9,201.18,12.149,4.52,128957,215323,42,"2017-03-24 07:52:52"
26518949,25670,224,"2017-03-24 07:52:51",22.697103333333335,114.17684166666668,18.3,204.01,12.5047,4.62,129982,216190,43,"2017-03-24 07:52:52"
26518950,25670,225,"2017-03-24 07:52:52",22.696998333333333,114.17679500000001,17.7,204.82,13.3751,4.88,131051,217078,44,"2017-03-24 07:52:52"
26518963,25670,226,"2017-03-24 07:52:53",22.69690333333333,114.17674000000001,17.2,206.35,13.462,4.9,132612,218344,45,"2017-03-24 07:53:07"
26518964,25670,227,"2017-03-24 07:52:54",22.696796666666668,114.17668166666665,16.6,205.72,13.4831,4.9,133880,219349,45,"2017-03-24 07:53:07"
26518965,25670,228,"2017-03-24 07:52:55",22.696689999999997,114.17662833333334,16,205.37,13.6437,4.94,134004,219448,46,"2017-03-24 07:53:07"
26518966,25670,229,"2017-03-24 07:52:56",22.69658,114.17657333333334,15.3,205.65,13.6715,4.96,135886,220906,47,"2017-03-24 07:53:07"
26518967,25670,230,"2017-03-24 07:52:57",22.69647166666667,114.17652166666667,14.6,205.33,13.7662,5,137461,222103,48,"2017-03-24 07:53:07"
26518968,25670,231,"2017-03-24 07:52:58",22.696361666666668,114.17648166666667,13.8,204.32,13.7668,4.98,139136,223346,49,"2017-03-24 07:53:07"
26518969,25670,232,"2017-03-24 07:52:59",22.696250000000003,114.17642833333333,13,204.81,13.9135,5.04,140247,224156,50,"2017-03-24 07:53:07"
26518970,25670,233,"2017-03-24 07:53:00",22.696131666666663,114.17638166666666,12,204.09,14.4122,5.2,141896,225332,51,"2017-03-24 07:53:07"
26518971,25670,234,"2017-03-24 07:53:01",22.696005,114.17634500000001,11.3,203.36,15.3923,5.5,143343,226344,52,"2017-03-24 07:53:07"
26518972,25670,235,"2017-03-24 07:53:02",22.695953333333332,114.17651,28.9,201.85,15.1061,6.1,144700,227273,52,"2017-03-24 07:53:07"
26518973,25670,236,"2017-03-24 07:53:03",22.695896666666666,114.17652833333335,42.3,202.97,14.8765,5.72,145591,227876,54,"2017-03-24 07:53:07"
26518974,25670,237,"2017-03-24 07:53:04",22.695788333333333,114.17645666666667,47.7,204.8,15.0675,5.64,147821,229351,54,"2017-03-24 07:53:07"
26518975,25670,238,"2017-03-24 07:53:05",22.695670000000003,114.17640000000002,50,204.92,14.7463,5.46,148990,230137,52,"2017-03-24 07:53:07"
26518976,25670,239,"2017-03-24 07:53:06",22.695551666666667,114.17633333333333,51.4,206.57,14.5939,5.34,150728,231330,53,"2017-03-24 07:53:07"
26518977,25670,240,"2017-03-24 07:53:07",22.69542,114.17626833333334,53.3,206.62,14.7339,5.34,151766,232027,54,"2017-03-24 07:53:07"
26519026,25670,241,"2017-03-24 07:53:08",22.695293333333332,114.17620333333335,53.7,207.49,14.9573,5.38,153502,233162,56,"2017-03-24 07:53:22"
26519027,25670,242,"2017-03-24 07:53:09",22.695163333333333,114.17614,54.2,207.14,15.4118,5.48,154534,233819,57,"2017-03-24 07:53:22"
26519028,25670,243,"2017-03-24 07:53:10",22.695029999999996,114.17606666666667,53.6,207.77,16.0475,5.64,156391,234972,59,"2017-03-24 07:53:22"
26519029,25670,244,"2017-03-24 07:53:11",22.6949,114.17598833333335,53.8,208.08,17.0682,5.92,158671,236336,60,"2017-03-24 07:53:22"
26519030,25670,245,"2017-03-24 07:53:12",22.694763333333338,114.175905,55.1,208.94,17.9185,6.16,159799,237010,59,"2017-03-24 07:53:22"
26519031,25670,246,"2017-03-24 07:53:13",22.694621666666663,114.17582166666668,55.7,208.72,17.637,6.06,162004,238348,60,"2017-03-24 07:53:22"
26519032,25670,247,"2017-03-24 07:53:14",22.694486666666663,114.17574166666667,56.1,208.32,17.2355,5.94,163280,239108,61,"2017-03-24 07:53:22"
26519033,25670,248,"2017-03-24 07:53:15",22.69435,114.17566166666666,56.7,208.41,17.15,5.92,165006,240113,63,"2017-03-24 07:53:22"
26519034,25670,249,"2017-03-24 07:53:16",22.694216666666662,114.17558,57.2,209.19,17.3441,5.96,166935,241197,65,"2017-03-24 07:53:22"
26519035,25670,250,"2017-03-24 07:53:17",22.69408,114.17549333333334,57.8,210.56,17.919,6.14,168087,241830,66,"2017-03-24 07:53:22"
26519036,25670,251,"2017-03-24 07:53:18",22.693939999999998,114.17540333333334,58.4,211.45,18.2896,6.24,170750,243260,67,"2017-03-24 07:53:22"
26519037,25670,252,"2017-03-24 07:53:19",22.693800000000003,114.17530666666669,59.1,213.43,18.4327,6.26,171466,243642,66,"2017-03-24 07:53:22"
26519038,25670,253,"2017-03-24 07:53:20",22.693665000000003,114.175205,59.5,214.53,18.4214,6.24,174622,245350,66,"2017-03-24 07:53:22"
26519039,25670,254,"2017-03-24 07:53:21",22.693528333333333,114.17510166666668,59.1,214.43,19.141,5.56897,176377,246288,68,"2017-03-24 07:53:22"
26519040,25670,255,"2017-03-24 07:53:22",22.693386666666665,114.17499166666667,59,214.91,19.7154,5.72414,177694,246980,69,"2017-03-24 07:53:22"
26519068,25670,256,"2017-03-24 07:53:23",22.69324333333333,114.17488,59.2,214.82,20.0453,5.81035,179411,247869,70,"2017-03-24 07:53:37"
26519069,25670,257,"2017-03-24 07:53:24",22.693096666666666,114.174765,58.6,215.87,20.0742,5.82759,180904,248631,71,"2017-03-24 07:53:37"
26519070,25670,258,"2017-03-24 07:53:25",22.692960000000003,114.17464,58,217.72,20.0963,5.84483,183173,249772,72,"2017-03-24 07:53:37"
26519071,25670,259,"2017-03-24 07:53:26",22.692830000000004,114.17450666666667,57.3,219.73,20.1112,5.84483,186354,251350,72,"2017-03-24 07:53:37"
26519072,25670,260,"2017-03-24 07:53:27",22.69270333333333,114.17437166666666,56.5,221.24,19.8256,5.77586,187422,251884,71,"2017-03-24 07:53:37"
26519073,25670,261,"2017-03-24 07:53:28",22.69258166666667,114.17423833333332,55.9,222.73,19.5131,5.7069,189907,253137,71,"2017-03-24 07:53:37"
26519074,25670,262,"2017-03-24 07:53:29",22.692461666666667,114.17410333333333,55.1,224.14,19.1116,5.60345,191952,254173,70,"2017-03-24 07:53:37"
26519075,25670,263,"2017-03-24 07:53:30",22.69234666666667,114.17396500000001,54.3,225.09,19.1502,5.62069,194258,255350,70,"2017-03-24 07:53:37"
26519076,25670,264,"2017-03-24 07:53:31",22.69222166666667,114.17382833333335,53.1,225.15,19.1085,5.87931,196218,256350,70,"2017-03-24 07:53:37"
26519077,25670,265,"2017-03-24 07:53:32",22.692110000000003,114.17368166666665,52.3,226.09,20.4396,5.91379,198054,257285,70,"2017-03-24 07:53:37"
26519078,25670,266,"2017-03-24 07:53:33",22.692003333333332,114.17353166666665,51.8,227.79,20.1977,5.82759,199709,258125,71,"2017-03-24 07:53:37"
26519079,25670,267,"2017-03-24 07:53:34",22.691891666666667,114.17338,51,228.98,19.8837,5.74138,202144,259350,71,"2017-03-24 07:53:37"
26519080,25670,268,"2017-03-24 07:53:35",22.691781666666664,114.17323,50.3,230.05,19.8647,5.72414,202257,259407,72,"2017-03-24 07:53:37"
26519081,25670,269,"2017-03-24 07:53:36",22.691671666666668,114.17307833333334,49.7,231.25,19.683,5.67241,205290,260911,72,"2017-03-24 07:53:37"
26519082,25670,270,"2017-03-24 07:53:37",22.691563333333338,114.172925,49.1,231.7,19.7916,5.68966,206237,261381,73,"2017-03-24 07:53:37"
26519113,25670,271,"2017-03-24 07:53:38",22.691456666666667,114.17277166666666,48.8,233.03,20.0093,5.75862,208434,262456,74,"2017-03-24 07:53:52"
26519114,25670,272,"2017-03-24 07:53:39",22.691350000000003,114.17261333333333,48.5,233.6,20.2095,5.81035,211345,263863,73,"2017-03-24 07:53:52"
26519115,25670,273,"2017-03-24 07:53:40",22.691243333333333,114.17245333333334,48.2,233.61,20.4571,5.87931,214236,265279,73,"2017-03-24 07:53:52"
26519116,25670,274,"2017-03-24 07:53:41",22.691140000000004,114.17228666666666,47.3,234.45,20.8993,6,216162,266235,71,"2017-03-24 07:53:52"
26519117,25670,275,"2017-03-24 07:53:42",22.691039999999997,114.17212333333333,46.6,234.76,20.7062,5.96552,217864,267087,72,"2017-03-24 07:53:52"
26519118,25670,276,"2017-03-24 07:53:43",22.690941666666664,114.17196166666666,46.4,235.09,20.5673,5.93103,220358,268322,72,"2017-03-24 07:53:52"
26519119,25670,277,"2017-03-24 07:53:44",22.69084666666667,114.17179666666668,45.9,236.06,20.3418,5.87931,222301,269285,72,"2017-03-24 07:53:52"
26519120,25670,278,"2017-03-24 07:53:45",22.69075833333333,114.17163000000001,45.6,237.7,20.1061,5.81035,224264,270269,70,"2017-03-24 07:53:52"
26519121,25670,279,"2017-03-24 07:53:46",22.69067166666667,114.17146666666667,45.4,238.57,19.7247,5.72414,226007,271158,69,"2017-03-24 07:53:52"
26519122,25670,280,"2017-03-24 07:53:47",22.690589999999997,114.17130166666666,45.1,239.65,19.5188,5.67241,226943,271640,69,"2017-03-24 07:53:52"
26519123,25670,281,"2017-03-24 07:53:48",22.690514999999998,114.17113666666667,44.7,241.41,19.2975,5.63793,229445,272937,68,"2017-03-24 07:53:52"
26519124,25670,282,"2017-03-24 07:53:49",22.69044166666667,114.17097166666666,44.3,242.89,18.6849,6.36,231496,274019,67,"2017-03-24 07:53:52"
26519125,25670,283,"2017-03-24 07:53:50",22.69037166666667,114.17081000000002,43.9,243.35,18.4394,6.3,233701,275212,65,"2017-03-24 07:53:52"
26519126,25670,284,"2017-03-24 07:53:51",22.6903,114.17065166666667,43.6,242.67,18.9639,6.46,235746,276342,63,"2017-03-24 07:53:52"
26519127,25670,285,"2017-03-24 07:53:52",22.69023666666667,114.17048333333332,43.3,244.03,18.7446,6.4,237464,277319,63,"2017-03-24 07:53:52"
26519159,25670,286,"2017-03-24 07:53:53",22.690173333333338,114.17032166666668,42.9,244.83,18.2032,6.24,237624,277410,62,"2017-03-24 07:54:07"
26519160,25670,287,"2017-03-24 07:53:54",22.69012,114.170165,42.6,246.5,17.4465,6,240309,278961,62,"2017-03-24 07:54:07"
26519161,25670,288,"2017-03-24 07:53:55",22.690068333333336,114.17001,42.1,247.91,17.2818,5.94,242693,280328,62,"2017-03-24 07:54:07"
26519162,25670,289,"2017-03-24 07:53:56",22.690015000000002,114.16985500000001,41.8,248.28,17.4264,5.98,244325,281252,63,"2017-03-24 07:54:07"
26519163,25670,290,"2017-03-24 07:53:57",22.689961666666665,114.16969666666667,41.4,248.26,17.64,6.04,245457,281889,64,"2017-03-24 07:54:07"
26519164,25670,291,"2017-03-24 07:53:58",22.68991,114.16953833333334,41,249.42,17.4599,5.98,248066,283345,64,"2017-03-24 07:54:07"
26519165,25670,292,"2017-03-24 07:53:59",22.68986166666667,114.169375,40.4,251.03,17.5757,6,249717,284260,64,"2017-03-24 07:54:07"
26519166,25670,293,"2017-03-24 07:54:00",22.689813333333337,114.16921166666667,39.8,251.13,17.7239,6.04,250867,284898,64,"2017-03-24 07:54:07"
26519167,25670,294,"2017-03-24 07:54:01",22.689768333333337,114.16905,39.4,250.51,17.8398,6.06,253092,286150,62,"2017-03-24 07:54:07"
26519168,25670,295,"2017-03-24 07:54:02",22.68972833333333,114.16888666666667,38.7,251.99,17.5253,5.96,255125,287323,62,"2017-03-24 07:54:07"
26519169,25670,296,"2017-03-24 07:54:03",22.689693333333334,114.16873500000001,39.7,254.25,16.9153,5.76,256734,288256,61,"2017-03-24 07:54:07"
26519170,25670,297,"2017-03-24 07:54:04",22.689663333333336,114.16858166666667,40.3,256.64,16.8865,5.74,258605,289337,63,"2017-03-24 07:54:07"
26519171,25670,298,"2017-03-24 07:54:05",22.68963833333333,114.16842666666668,40.9,257.81,16.887,5.72,258950,289533,62,"2017-03-24 07:54:07"
26519172,25670,299,"2017-03-24 07:54:06",22.689615000000003,114.16826999999999,41.5,258.14,16.9174,5.74,262095,291345,62,"2017-03-24 07:54:07"
26519173,25670,300,"2017-03-24 07:54:07",22.689588333333337,114.16811333333332,42.5,258.11,16.8813,5.7,263418,292115,62,"2017-03-24 07:54:07"
26519203,25670,301,"2017-03-24 07:54:08",22.689563333333332,114.16795666666667,43.8,258.55,16.7923,5.68,264615,292810,61,"2017-03-24 07:54:22"
26519204,25670,302,"2017-03-24 07:54:09",22.689538333333335,114.16779999999999,45.1,259.16,16.5442,5.6,266954,294180,59,"2017-03-24 07:54:22"
26519205,25670,303,"2017-03-24 07:54:10",22.68951666666667,114.16764666666668,46.5,258.81,16.3033,5.52,268583,295179,57,"2017-03-24 07:54:22"
26519206,25670,304,"2017-03-24 07:54:11",22.68948833333333,114.16749499999999,47.3,256.52,16.3126,5.52,270290,296264,55,"2017-03-24 07:54:22"
26519207,25670,305,"2017-03-24 07:54:12",22.689463333333332,114.16734666666667,48.4,257.35,16.0856,5.46,271843,297267,56,"2017-03-24 07:54:22"
26519208,25670,306,"2017-03-24 07:54:13",22.689439999999998,114.16720500000001,49.3,257.95,15.5781,5.3,271990,297361,55,"2017-03-24 07:54:22"
26519209,25670,307,"2017-03-24 07:54:14",22.689420000000002,114.16706666666666,50.4,259.84,14.8683,5.08,274448,298966,54,"2017-03-24 07:54:22"
26519210,25670,308,"2017-03-24 07:54:15",22.6894,114.16693,51.3,261.01,14.8317,5.06,276242,300155,54,"2017-03-24 07:54:22"
26519211,25670,309,"2017-03-24 07:54:16",22.689376666666664,114.16679166666667,52.5,259.47,14.7159,5.04,277416,300944,53,"2017-03-24 07:54:22"
26519212,25670,310,"2017-03-24 07:54:17",22.689355,114.16665166666668,52.9,259.6,14.6948,5.02,279337,302241,53,"2017-03-24 07:54:22"
26519213,25670,311,"2017-03-24 07:54:18",22.689334999999996,114.16651333333333,53.8,259.38,14.6866,5.02,280359,302932,53,"2017-03-24 07:54:22"
26519214,25670,312,"2017-03-24 07:54:19",22.689315000000004,114.166375,54.6,259.91,14.5368,4.96,281394,303630,54,"2017-03-24 07:54:22"
26519215,25670,313,"2017-03-24 07:54:20",22.689298333333333,114.16623666666668,54.9,260.5,14.7545,5.02,283706,305158,55,"2017-03-24 07:54:22"
26519216,25670,314,"2017-03-24 07:54:21",22.68928166666667,114.16609500000001,54.9,259.01,15.1673,5.14,284503,305676,56,"2017-03-24 07:54:22"
26519217,25670,315,"2017-03-24 07:54:22",22.689261666666667,114.16595000000001,54.9,259.49,15.4509,5.22,286469,306929,57,"2017-03-24 07:54:22"
26519248,25670,316,"2017-03-24 07:54:23",22.689243333333334,114.16580333333334,55.4,260.57,15.4242,5.2,288610,308279,55,"2017-03-24 07:54:37"
26519249,25670,317,"2017-03-24 07:54:24",22.689223333333334,114.16565833333334,55.9,260.92,15.0947,5.1,290229,309328,56,"2017-03-24 07:54:37"
26519250,25670,318,"2017-03-24 07:54:25",22.68920333333333,114.16551333333334,56,261.05,15.3686,5.18,291759,310301,57,"2017-03-24 07:54:37"
26519251,25670,319,"2017-03-24 07:54:26",22.689183333333336,114.165365,56.4,261.54,15.6105,5.26,292799,310953,58,"2017-03-24 07:54:37"
26519252,25670,320,"2017-03-24 07:54:27",22.689165000000003,114.16521333333334,56.7,261.93,15.9368,5.36,294023,311706,59,"2017-03-24 07:54:37"
26519253,25670,321,"2017-03-24 07:54:28",22.68914666666667,114.16506,57.1,260.68,16.2508,5.44,296636,313274,61,"2017-03-24 07:54:37"
26519254,25670,322,"2017-03-24 07:54:29",22.68912833333333,114.16490333333334,57.8,261.44,16.3574,5.48,298242,314215,62,"2017-03-24 07:54:37"
26519255,25670,323,"2017-03-24 07:54:30",22.689106666666664,114.16474500000001,58.4,261.13,16.5313,5.52,300022,315243,63,"2017-03-24 07:54:37"
26519256,25670,324,"2017-03-24 07:54:31",22.689085,114.16458333333334,58.9,259.63,16.9812,5.66,300914,315754,63,"2017-03-24 07:54:37"
26519257,25670,325,"2017-03-24 07:54:32",22.689061666666664,114.16441833333334,59.3,260.19,17.43,5.8,303021,316949,64,"2017-03-24 07:54:37"
26519258,25670,326,"2017-03-24 07:54:33",22.68904,114.16425166666667,59.8,260.88,17.4022,5.78,304289,317657,63,"2017-03-24 07:54:37"
26519259,25670,327,"2017-03-24 07:54:34",22.689018333333333,114.16408500000001,60.2,260.77,17.1006,5.7,307195,319324,61,"2017-03-24 07:54:37"
26519260,25670,328,"2017-03-24 07:54:35",22.68899666666667,114.16392166666668,60.8,261.08,16.9719,5.64,308881,320312,61,"2017-03-24 07:54:37"
26519261,25670,329,"2017-03-24 07:54:36",22.688973333333333,114.16376,61.2,260.67,16.8304,5.6,310636,321340,61,"2017-03-24 07:54:37"
26519262,25670,330,"2017-03-24 07:54:37",22.68895,114.16359833333333,61.9,259.72,16.6281,5.54,311429,321803,61,"2017-03-24 07:54:37"
26519296,25670,331,"2017-03-24 07:54:38",22.68892,114.16344,62.1,257.86,16.591,5.54,313862,323223,62,"2017-03-24 07:54:52"
26519297,25670,332,"2017-03-24 07:54:39",22.68888,114.16328333333334,62.4,253.22,16.853,5.62,315477,324158,62,"2017-03-24 07:54:52"
26519298,25670,333,"2017-03-24 07:54:40",22.68882833333333,114.16312833333335,62.4,250.25,16.8494,5.64,317245,325170,62,"2017-03-24 07:54:52"
26519299,25670,334,"2017-03-24 07:54:41",22.688768333333336,114.16297666666667,62.6,245.93,17.8114,5.94,319295,326336,64,"2017-03-24 07:54:52"
26519300,25670,335,"2017-03-24 07:54:42",22.688688333333335,114.16283,62.9,240.79,17.8305,5.98,320501,327016,64,"2017-03-24 07:54:52"
26519301,25670,336,"2017-03-24 07:54:43",22.688595000000003,114.16269166666667,62.7,235.33,17.5865,5.9,321514,327583,64,"2017-03-24 07:54:52"
26519302,25670,337,"2017-03-24 07:54:44",22.688493333333334,114.162565,61.7,229.71,17.2293,5.8,324466,329230,64,"2017-03-24 07:54:52"
26519303,25670,338,"2017-03-24 07:54:45",22.68838333333333,114.16244166666665,61,226.35,17.236,5.82,325721,329927,65,"2017-03-24 07:54:52"
26519304,25670,339,"2017-03-24 07:54:46",22.688266666666664,114.16232333333333,60.6,222.6,17.3817,5.86,327215,330750,65,"2017-03-24 07:54:52"
26519305,25670,340,"2017-03-24 07:54:47",22.688143333333333,114.16220999999999,60.5,220.81,17.5036,5.88,329971,332258,65,"2017-03-24 07:54:52"
26519306,25670,341,"2017-03-24 07:54:48",22.688016666666666,114.16210166666666,60.6,218.86,17.3266,5.94,331457,333064,65,"2017-03-24 07:54:52"
26519307,25670,342,"2017-03-24 07:54:49",22.68789,114.16199499999999,60.7,218.44,17.6879,5.92,333617,334256,65,"2017-03-24 07:54:52"
26519308,25670,343,"2017-03-24 07:54:50",22.68775833333333,114.16189000000001,60.7,217.32,17.3163,5.82,335368,335227,65,"2017-03-24 07:54:52"
26519309,25670,344,"2017-03-24 07:54:51",22.68763,114.16178833333333,60.5,216.3,17.8444,5.96,336962,336105,64,"2017-03-24 07:54:52"
26519310,25670,345,"2017-03-24 07:54:52",22.6875,114.16168333333331,60.1,216.39,18.2484,6.08,338046,336709,64,"2017-03-24 07:54:52"
26519338,25670,346,"2017-03-24 07:54:53",22.68737,114.16157833333334,60.1,217.73,17.707,5.92,339840,337712,64,"2017-03-24 07:55:07"
26519339,25670,347,"2017-03-24 07:54:54",22.68724333333333,114.16147333333332,59.8,217.56,17.1428,5.76,342534,339218,63,"2017-03-24 07:55:07"
26519340,25670,348,"2017-03-24 07:54:55",22.687121666666666,114.16136999999999,59.5,219.04,16.8047,5.66,344508,340330,63,"2017-03-24 07:55:07"
26519341,25670,349,"2017-03-24 07:54:56",22.687003333333337,114.16126666666666,59,218.88,16.7815,5.64,345914,341126,63,"2017-03-24 07:55:07"
26519342,25670,350,"2017-03-24 07:54:57",22.686883333333338,114.16115999999998,58,219.48,16.9174,5.7,347859,342231,63,"2017-03-24 07:55:07"
26519343,25670,351,"2017-03-24 07:54:58",22.686763333333335,114.16105833333334,57.4,217.59,16.7434,5.64,349420,343126,61,"2017-03-24 07:55:07"
26519344,25670,352,"2017-03-24 07:54:59",22.686641666666667,114.16095666666666,56.8,218.06,16.4495,5.56,351389,344308,57,"2017-03-24 07:55:07"
26519345,25670,353,"2017-03-24 07:55:00",22.686531666666664,114.16085666666667,55.9,219.41,15.1467,5.18,352760,345198,52,"2017-03-24 07:55:07"
26519346,25670,354,"2017-03-24 07:55:01",22.686433333333337,114.16076333333334,54.9,220.54,14.5193,5,354218,346239,47,"2017-03-24 07:55:07"
26519347,25670,355,"2017-03-24 07:55:02",22.686343333333337,114.16067166666666,53.7,222.09,13.6638,4.74,354971,346820,45,"2017-03-24 07:55:07"
26519348,25670,356,"2017-03-24 07:55:03",22.68626,114.16058833333334,53,221.65,12.2998,4.34,356798,348292,44,"2017-03-24 07:55:07"
